,md_earn_wne_p6,PREDDEG,HIGHDEG,CONTROL,NUMBRANCH,AVGFACSAL,TUITFTE,UGDS,UGDS_NRA,PPTUG_EF,UG25abv,PAR_ED_PCT_1STGEN,DEP_INC_AVG,IND_INC_AVG,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,ENRL_ORIG_YR2_RT,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,OVERALL_YR2_N,OVERALL_YR3_N,OVERALL_YR4_N,OVERALL_YR6_N,OVERALL_YR8_N,count_nwne_p6,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN
1036,34200,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6611,3764,6852,0.0109,0.1081,0.1713,0.335768474,79839.22117,25633.1373,0.04469273743,0.282681564246,0.451396648045,0.149973219068,0.513658275308,0.077664702732,1790,1910,1867,1724,1522,116,13813.0,15975.0,13750.0
1037,31500,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6435,3929,8722,0.0041,0.11,0.2102,0.362852482,68983.94254,22601.62444,0.122482531854,0.209206740649,0.464858199753,0.28679245283,0.333333333333,0.111111111111,2433,2397,2385,2253,1852,218,12500.0,15812.0,9998.0
1038,36500,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5495,4005,5788,0.0067,0.0216,0.0748,0.310884354,88877.02221,22940.17523,0.161149281699,0.112429731418,0.509681449094,0.525616698292,0.175205566097,0.044908285895,1601,1465,1581,1666,1357,82,14250.0,16553.5,7262.5
1039,34100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6111,3728,5026,0.0113,0.0366,0.0589,0.259477365,84628.90468,21211.63087,0.134932533733,0.132683658171,0.49700149925,0.470247933884,0.248760330579,0.038842975207,1334,1264,1210,1161,1042,49,13994.5,16637.5,7558.0
1040,40600,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5979,3743,5293,0.0297,0.0225,0.0373,0.224259521,94076.05544,20676.97381,0.067628494139,0.183047790803,0.575293056808,0.236234458259,0.496447602131,0.029307282416,1109,1104,1126,976,994,46,13623.0,14500.0,12497.5
1041,34600,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5976,3528,5595,0.0138,0.022,0.0563,0.309227872,85561.45801,19886.63241,0.140240050537,0.12760581175,0.502210991788,0.437697659709,0.230234029096,0.041113219481,1583,1331,1581,1531,1268,96,13625.0,15985.0,6625.0
1042,33400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6037,3699,7000,0.0097,0.059,0.1229,0.332173448,77895.58147,21779.92202,0.134541460736,0.17188358045,0.444810543657,0.355587808418,0.308659893566,0.059022738268,1821,2028,2067,1937,1601,150,13850.0,16869.0,10125.0
1043,29500,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5735,3788,3570,0.0319,0.0336,0.11,0.317849687,75792.24338,19273.42091,0.127049180328,0.164959016393,0.449795081967,0.403326403326,0.233887733888,0.050935550936,976,1070,962,1036,939,84,12750.0,16500.0,8472.0
1044,28100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6335,4758,3396,0.0147,0.0686,0.1394,0.238330976,88893.37933,18138.73582,0.09375,0.171875,0.420673076923,0.37714987715,0.228501228501,0.047911547912,832,833,814,734,639,90,11625.0,16500.0,8250.0
1045,36100,Predominantly bachelor's-degree granting,Bachelor's degree,Public,1,6634,3563,3215,0.0171,0.1642,0.3154,0.41506647,53134.69911,24635.68413,0.17803030303,0.218434343434,0.373737373737,0.341281669151,0.275707898659,0.068554396423,792,710,671,801,659,117,10500.0,12887.5,8750.0
1046,34300,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6041,4283,5304,0.0573,0.0539,0.1214,0.337879969,82340.89973,25048.09198,0.168451106353,0.1142041399,0.471092077088,0.451711026616,0.183269961977,0.065399239544,1401,1372,1315,1213,1193,93,12522.0,15450.0,7500.0
1047,55700,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5965,3767,1147,0.0549,0.0349,0.0904,0.229338843,94098.0791,17082.25543,0.040816326531,0.204081632653,0.510204081633,0.317365269461,0.335329341317,0.095808383234,294,212,167,133,149,7,11375.0,17125.0,6625.0
1048,43000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8222,16759,12342,0.0278,0.0472,0.0553,0.18671621,106398.5228,21329.827,0.090291262136,0.082038834951,0.700970873786,0.563025210084,0.237695078031,0.040816326531,2060,2243,1666,2135,2180,178,17125.0,17125.0,14375.0
1049,30500,Predominantly associate's-degree granting,Associate degree,Private for-profit,1,4766,10387,2992,0.018,0.0638,0.4913,0.562032296,21643.15993,13480.61961,0.092902481246,0.34795152914,0.126947489902,0.195704883963,0.177693107032,0.010045029442,1733,2607,2887,2973,2549,750,4530.0,7325.0,3875.0
1050,25600,Predominantly associate's-degree granting,Associate degree,Public,1,5817,3160,2812,0.026,0.245,0.3503,0.44519774,56002.82978,20495.70027,0.138760407031,0.382053654024,0.104532839963,0.136174636175,0.351351351351,0.014553014553,1081,962,962,762,735,140,5250.0,8000.0,4459.0
1051,24500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7570,6279,12180,0.0003,0.2318,0.3493,0.441067285,34477.29496,19777.30065,0.051530766899,0.205819945438,0.269172476508,0.104642593957,0.17538688283,0.094325718497,3299,3304,2714,2396,2982,1424,8906.0,14125.0,8015.0
1052,32000,Predominantly associate's-degree granting,Associate degree,Private nonprofit,1,3697,11488,1047,0.0019,0.3572,0.5668,0.489711934,63283.25881,27393.81348,0.298136645963,0.302277432712,0.142857142857,0.409090909091,0.25,0.038961038961,483,401,308,346,264,32,10262.5,15464.0,8813.0
1053,25500,Predominantly associate's-degree granting,Associate degree,Public,1,5481,2502,2096,0.0076,0.3349,0.3088,0.471596999,50941.94477,21578.46571,0.103040540541,0.280405405405,0.184121621622,0.153577661431,0.246073298429,0.031413612565,592,526,573,613,510,141,3865.0,6125.0,3326.5
1054,35700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5879,12580,2335,0.0133,0.134,0.2006,0.378116344,71603.75415,36440.87056,0.133333333333,0.153741496599,0.419047619048,0.492957746479,0.138028169014,0.043661971831,735,726,710,500,487,45,13225.0,17125.0,5250.0
1055,29900,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,1,4441,13550,3003,0.1126,0.0373,0.1359,0.262433053,89958.28624,13437.94858,0.154098360656,0.198360655738,0.486885245902,0.458003169572,0.3470681458,0.017432646593,610,709,631,673,582,122,17125.0,17125.0,8875.0
1056,33600,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,6097,10836,407,0.0197,0.0123,0.0865,0.259414226,69071.07697,17053.82248,0.165137614679,0.100917431193,0.504587155963,0.595419847328,0.083969465649,0.0,109,118,131,142,97,14,13750.0,17125.0,5375.0
1057,33000,Predominantly associate's-degree granting,Associate degree,Public,1,8579,3606,9956,0.025,0.4642,0.3946,0.485480944,43756.87433,21523.337,0.043201133144,0.177053824363,0.189801699717,0.048259493671,0.152689873418,0.040348101266,1412,1336,1264,1317,1135,246,3938.0,6781.5,3615.0
1058,32600,Predominantly associate's-degree granting,Associate degree,Private for-profit,1,4842,13639,269,0.0223,0.0,0.0967,0.59057072,30394.44164,15171.16906,0.655518394649,0.177257525084,0.0,0.66091954023,0.117816091954,0.0,299,303,348,371,334,56,6125.0,8495.5,3313.0
1059,40700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7652,20226,2927,0.0,0.0297,0.0106,0.077427822,117175.446,12273.13658,0.053191489362,0.162234042553,0.590425531915,0.312941176471,0.312941176471,0.032941176471,376,342,425,414,391,105,11566.0,13625.0,9594.0
1060,23300,Predominantly associate's-degree granting,Associate degree,Private for-profit,2,3594,13503,820,0.0012,0.3146,0.2439,0.411053541,64536.72568,24464.7974,0.341968911917,0.350604490501,0.082901554404,0.435828877005,0.363636363636,0.0,579,759,374,137,123,28,7053.0,13250.0,4417.0
1061,33600,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6401,3895,12619,0.0023,0.0521,0.0921,0.265981225,87292.87066,21959.71816,0.107461285781,0.118254340685,0.571562646645,0.515242378811,0.15692153923,0.074462768616,2131,2108,2001,1715,1535,116,12404.0,14500.0,7936.0
1062,26100,Predominantly associate's-degree granting,Associate degree,Public,1,4407,913,4017,0.0017,0.4583,0.4384,0.407122905,36592.62905,19113.58884,0.057716436637,0.11417816813,0.224592220828,0.090909090909,0.100852272727,0.049715909091,797,702,704,517,408,127,5250.0,6620.0,4750.0
1063,34100,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4456,15485,1189,0.0252,0.2288,0.2649,0.438880707,73820.5132,32994.23942,0.064425770308,0.21568627451,0.397759103641,0.246376811594,0.278260869565,0.031884057971,357,380,345,316,278,28,10449.0,17125.0,6625.0
1064,23400,Predominantly associate's-degree granting,Associate degree,Public,1,4125,781,3108,0.0,0.5965,0.4274,0.594411516,41246.17444,22422.4732,0.04422253923,0.101283880171,0.215406562054,0.045592705167,0.088145896657,0.071428571429,701,717,658,466,440,104,3938.0,7030.0,3500.0
1065,36900,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6293,6830,5014,0.0363,0.3823,0.3769,0.330165083,77253.86392,34905.79775,0.129550321199,0.134903640257,0.404710920771,0.331269349845,0.211558307534,0.059855521156,934,1024,969,810,699,85,11000.0,15781.0,7500.0
1066,24100,Predominantly associate's-degree granting,Associate degree,Public,1,4527,1329,6470,0.0,0.5159,0.3274,0.419631376,43838.34564,15772.68302,0.05712219812,0.134490238612,0.198843094722,0.104622871046,0.098134630981,0.049472830495,1383,1446,1233,933,729,220,3500.0,5012.5,3062.0
1067,34500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5437,11768,1256,0.0151,0.0271,0.2643,0.37745098,88698.52593,39068.35954,0.09509202454,0.184049079755,0.48773006135,0.44060475162,0.153347732181,0.058315334773,326,471,463,358,371,23,13250.0,16220.0,5344.0
1068,21100,Predominantly associate's-degree granting,Associate degree,Public,1,5042,944,2655,0.0015,0.6068,0.4998,0.5225,31761.97132,19520.77105,0.050403225806,0.088709677419,0.254032258065,0.061264822134,0.067193675889,0.077075098814,496,535,506,399,404,111,4622.0,7118.0,4000.0
1069,35200,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6436,4426,17593,0.0036,0.1019,0.151,0.317341121,76672.82407,26296.12263,0.10264721772,0.156672069152,0.520259319287,0.446840826245,0.185905224787,0.105407047388,3702,3490,3292,2934,2688,216,14040.5,17125.0,8750.0
1070,27400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5951,2269,2413,0.0,0.0667,0.2277,0.409056025,42486.22851,18487.12213,0.048309178744,0.219001610306,0.510466988728,0.361467889908,0.229357798165,0.108256880734,621,565,545,489,532,47,8152.0,12898.0,6180.0
1071,24900,Predominantly associate's-degree granting,Associate degree,Public,1,4194,1234,7691,0.0,0.6276,0.5875,0.502804263,31905.26623,20010.63991,0.008920606601,0.190008920607,0.260481712756,0.044902912621,0.168689320388,0.08859223301,2242,1896,1648,1214,1046,265,4886.0,6240.0,4855.0
1072,27300,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6120,2569,4937,0.0002,0.1708,0.3237,0.42726896,40891.70925,25611.91633,0.098473282443,0.234351145038,0.441984732824,0.331142152835,0.215283483977,0.126540673788,1310,1153,1217,1014,852,86,9875.0,13768.0,7543.0
1073,34300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5233,8631,2574,0.0,0.1686,0.3675,0.426490066,75438.93752,37903.04983,0.259974259974,0.151866151866,0.362934362934,0.565217391304,0.132919254658,0.052173913043,777,848,805,739,636,82,12788.0,16000.0,6625.0
1074,25400,Predominantly certificate-degree granting,Associate degree,Public,1,4477,968,4336,0.0,0.5145,0.4892,0.571070758,30723.81995,19868.56999,0.025046382189,0.078849721707,0.229128014842,0.040462427746,0.11098265896,0.072832369942,1078,935,865,491,423,103,2665.0,5941.0,2625.0
1075,32200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4908,10389,1132,0.0027,0.2191,0.2191,0.334488735,83555.85544,36904.44869,0.074193548387,0.267741935484,0.364516129032,0.263157894737,0.259868421053,0.042763157895,310,335,304,277,282,30,12093.0,17125.0,7875.0
1076,34400,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4918,8664,2682,0.0086,0.1607,0.4396,0.329105474,96471.8191,30765.58422,0.087463556851,0.240524781341,0.437317784257,0.425414364641,0.213627992634,0.093922651934,686,670,543,236,227,19,9812.0,16750.0,5993.5
1077,25000,Predominantly associate's-degree granting,Associate degree,Public,1,4694,787,8984,0.0209,0.6347,0.4458,0.510017678,32297.86047,16922.63842,0.037614185922,0.201504567437,0.240193444385,0.062698412698,0.163492063492,0.075396825397,1861,1540,1260,790,736,142,5876.0,7255.5,5557.0
1078,21900,Predominantly associate's-degree granting,Associate degree,Public,1,4425,883,1251,0.004,0.5108,0.4335,0.49915683,25080.15283,17663.81548,0.056701030928,0.056701030928,0.252577319588,0.111731843575,0.086592178771,0.067039106145,388,430,358,242,207,67,4681.5,6000.0,3981.0
1079,37100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6257,7810,2507,0.0319,0.073,0.3463,0.398508699,82152.33597,37487.88968,0.118214716526,0.21712907117,0.424607961399,0.538567493113,0.157024793388,0.059228650138,829,700,726,657,661,48,13125.0,17125.0,6125.0
1080,22700,Predominantly certificate-degree granting,Associate degree,Public,1,3898,801,930,0.0086,0.4075,0.5424,0.576112412,26348.47323,18389.68482,0.06734006734,0.053872053872,0.26936026936,0.058823529412,0.049535603715,0.040247678019,297,348,323,178,173,51,3244.0,3819.5,2765.0
1081,23700,Predominantly certificate-degree granting,Associate degree,Public,1,4072,1051,4088,0.0017,0.6025,0.4029,0.541758242,34103.39372,21959.04105,0.057943925234,0.063551401869,0.23738317757,0.071759259259,0.043981481481,0.055555555556,535,554,432,407,211,107,4687.5,7000.0,3500.0
1082,22200,Predominantly certificate-degree granting,Associate degree,Public,1,4048,164,2016,0.002,0.4013,0.5514,0.54661017,26831.97934,17290.32113,0.043405676127,0.098497495826,0.275459098497,0.05593220339,0.064406779661,0.08813559322,599,617,590,428,382,116,2625.0,3937.0,2625.0
1083,34700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5329,8089,1373,0.0044,0.051,0.1515,0.334250344,82990.23597,32517.35262,0.088154269972,0.173553719008,0.454545454545,0.478125,0.1625,0.053125,363,377,320,302,322,23,11000.0,16250.0,3750.0
1084,22800,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4619,4302,895,0.0235,0.0358,0.1363,0.418067227,39836.47441,15098.21611,0.03125,0.369318181818,0.321022727273,0.262032085561,0.264705882353,0.077540106952,352,309,374,458,429,64,14125.0,31250.0,10375.0
1085,25700,Predominantly associate's-degree granting,Associate degree,Private nonprofit,1,3895,10563,732,0.0137,0.015,0.0068,0.423913044,52303.6725,8025.603916,0.131343283582,0.286567164179,0.044776119403,0.157407407407,0.194444444444,0.0,335,188,216,219,206,23,6625.0,8400.0,6625.0
1086,30800,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4449,8473,1255,0.0151,0.0526,0.2378,0.384114583,71051.53906,32104.29895,0.059665871122,0.210023866348,0.386634844869,0.32361516035,0.212827988338,0.046647230321,419,408,343,413,301,38,8500.0,17125.0,6125.0
1087,21800,Predominantly associate's-degree granting,Associate degree,Public,1,3858,439,741,0.0013,0.4939,0.4927,0.638755981,26686.4227,12470.55179,0.083916083916,0.20979020979,0.174825174825,0.109375,0.2421875,0.04296875,286,224,256,221,165,43,6625.0,8225.0,6625.0
1088,35700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5741,15242,1839,0.0076,0.1202,0.199,0.280078896,90128.10162,37538.42928,0.107142857143,0.174107142857,0.470982142857,0.461711711712,0.168918918919,0.072072072072,448,466,444,436,416,50,12750.0,17125.0,6625.0
1089,34000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4767,9808,1944,0.0324,0.1471,0.2581,0.347310848,82815.95874,28806.21228,0.083050847458,0.242372881356,0.322033898305,0.26213592233,0.271844660194,0.04854368932,590,595,618,614,566,83,9000.0,17125.0,6125.0
1090,39200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4683,13911,948,0.0084,0.0148,0.5768,0.370235935,74418.75337,56038.34548,0.078231292517,0.170068027211,0.387755102041,0.297385620915,0.238562091503,0.107843137255,294,296,306,298,282,29,10125.0,15445.0,6125.0
1091,37900,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,5253,3824,2830,0.0,0.3124,0.6845,0.52971246,64213.08024,44934.03685,0.132611637348,0.184032476319,0.430311231394,0.303074670571,0.295754026354,0.068814055637,739,783,683,465,428,38,10218.5,10500.0,9116.0
1092,30100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6983,4001,9649,0.0044,0.0859,0.1231,0.349528495,55306.93804,21711.75495,0.019948282231,0.279275951238,0.42777983007,0.162199630314,0.448243992606,0.104436229205,2707,2457,2164,1706,1560,119,9250.0,17125.0,7359.5
1093,30100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5927,4518,3124,0.009,0.1159,0.2259,0.217094017,78363.87325,17834.65494,0.106646058733,0.179289026275,0.471406491499,0.405594405594,0.206293706294,0.075174825175,647,556,572,519,438,46,10600.0,14500.0,6125.0
1094,40100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9208,6532,16278,0.0135,0.0233,0.052,0.183958965,92182.80947,24310.71087,0.249685798073,0.081692501047,0.547968160871,0.594700686948,0.178606476938,0.047105004907,2387,2200,2038,1795,1647,124,11514.0,12014.0,11000.0
1095,36800,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6880,4594,16225,0.0138,0.1609,0.2136,0.313376988,76795.84831,28167.94574,0.036592865929,0.264452644526,0.481549815498,0.146213183731,0.450561009818,0.111851332398,3252,2956,2852,2421,2109,212,13750.0,16003.0,13250.0
1096,33900,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6459,4351,12172,0.0071,0.1317,0.1878,0.321911289,71799.49866,27303.38301,0.099398797595,0.173146292585,0.471342685371,0.410222804718,0.183486238532,0.08125819135,2495,2373,2289,1936,1736,164,12275.0,16625.0,7710.0
1097,29200,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6604,3576,5827,0.0055,0.1515,0.2966,0.375300172,47364.34101,24613.01134,0.062987012987,0.217532467532,0.520779220779,0.367825383994,0.255456750202,0.152789005659,1540,1305,1237,983,1057,74,14648.0,20625.0,10500.0
1098,40400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8050,4683,20546,0.0102,0.0732,0.1241,0.237809817,83717.73297,26430.7495,0.108667104399,0.10472751149,0.596848325673,0.516075016745,0.14266577361,0.103482920295,3046,2952,2986,2623,2585,190,13250.0,15035.0,8752.0
1099,35000,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4569,7177,1752,0.0046,0.2529,0.5097,0.449575872,62015.37523,38240.41847,0.136178861789,0.256097560976,0.335365853659,0.296213808463,0.26280623608,0.069042316258,492,401,449,371,347,33,10125.0,17686.5,6625.0
1100,35700,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6530,4923,10359,0.0049,0.0716,0.139,0.252028398,89555.87316,22984.75254,0.185092546273,0.111055527764,0.512256128064,0.534055727554,0.165634674923,0.0608875129,1999,1745,1938,1670,1366,127,11625.0,14500.0,7198.0
1101,30900,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5785,2379,4454,0.0083,0.1803,0.3611,0.401411374,60387.80629,26116.75803,0.044045676998,0.26101141925,0.425774877651,0.195145631068,0.352427184466,0.131067961165,1226,1077,1030,709,556,87,9250.0,14490.0,8125.0
1102,34000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5247,7257,1174,0.0324,0.1056,0.4085,0.404993065,76216.90906,42850.23659,0.127272727273,0.230303030303,0.40303030303,0.373831775701,0.258566978193,0.080996884735,330,345,321,284,267,21,12584.0,17125.0,6125.0
1103,24100,Predominantly associate's-degree granting,Associate degree,Public,1,4422,776,4998,0.0044,0.3505,0.3922,0.489618542,36175.23219,17115.16708,0.032308904649,0.111899133176,0.23719464145,0.070866141732,0.094488188976,0.07261592301,1269,1118,1143,787,736,143,2625.0,4375.0,2625.0
1104,36700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4689,8845,1567,0.0453,0.3542,0.3648,0.346650999,83466.58289,38851.88431,0.091988130564,0.207715133531,0.448071216617,0.26164874552,0.387096774194,0.035842293907,337,291,279,207,242,23,11000.0,15125.0,8945.0
1105,32900,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4809,5814,834,0.0791,0.1607,0.3825,0.35,66266.2207,36263.70583,0.140425531915,0.136170212766,0.489361702128,0.431297709924,0.171755725191,0.053435114504,235,235,262,205,216,24,11479.0,17125.0,6235.0
1106,23200,Predominantly associate's-degree granting,Associate degree,Public,1,4530,584,3306,0.0118,0.5185,0.4147,0.517896275,32139.47208,17437.37618,0.022864019254,0.046931407942,0.235860409146,0.023890784983,0.064846416382,0.068259385666,831,976,879,650,498,133,2625.0,3000.0,2625.0
1107,27500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4679,7760,2536,0.0146,0.1009,0.3832,0.483711048,38796.55066,25740.89341,0.091984231275,0.320630749014,0.371879106439,0.34443021767,0.282970550576,0.083226632522,761,864,781,871,794,140,13603.5,22645.5,7353.0
1108,21200,Predominantly associate's-degree granting,Associate degree,Public,1,4005,283,1536,0.0,0.4212,0.4245,0.562143672,23782.64979,14471.83008,0.022177419355,0.048387096774,0.304435483871,0.026365348399,0.037664783427,0.118644067797,496,586,531,470,302,99,2915.0,5129.0,2625.0
1109,25000,Predominantly associate's-degree granting,Associate degree,Public,1,4345,854,1626,0.0062,0.5191,0.4213,0.485759494,31241.95843,18039.46775,0.050251256281,0.05527638191,0.208542713568,0.133819951338,0.114355231144,0.043795620438,398,433,411,287,321,89,5911.0,6812.5,3844.0
1110,44300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8424,18281,4231,0.009,0.0274,0.0059,0.109657948,127172.2107,12423.9821,0.087682672234,0.045929018789,0.693110647182,0.785067873303,0.054298642534,0.022624434389,479,441,442,444,450,29,14500.0,16303.5,6187.5
1111,28600,Predominantly associate's-degree granting,Associate degree,Public,1,4033,1145,9448,0.0771,0.609,0.4592,0.425185185,45197.51007,22295.31412,0.05919395466,0.170025188917,0.16435768262,0.087657784011,0.14095371669,0.053997194951,1588,1565,1426,1004,724,178,5626.0,7500.0,4968.0
1112,22600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4234,11249,823,0.0255,0.0097,0.0288,0.162162162,88127.97268,11069.52259,0.111111111111,0.227777777778,0.338888888889,0.487179487179,0.194871794872,0.0,180,182,195,172,157,30,9427.5,16062.5,4305.5
1113,24800,Predominantly associate's-degree granting,Associate degree,Public,1,4056,1022,2770,0.0018,0.4202,0.439,0.548872181,33009.1024,19145.16825,0.030303030303,0.07215007215,0.24531024531,0.02416918429,0.055891238671,0.080060422961,693,709,662,515,484,121,2625.0,4000.0,2625.0
1114,23200,Predominantly associate's-degree granting,Associate degree,Public,1,4174,729,2064,0.0005,0.6085,0.5328,0.575163399,31715.97328,21333.18152,0.041528239203,0.054817275748,0.310631229236,0.037974683544,0.066907775769,0.113924050633,602,655,553,286,282,80,2625.0,3500.0,2625.0
1115,23100,Predominantly associate's-degree granting,Associate degree,Public,1,4337,811,2415,0.0,0.47,0.3863,0.621767241,30416.506,19406.72952,0.032520325203,0.037398373984,0.206504065041,0.04537521815,0.022687609075,0.059336823735,615,585,573,384,235,92,2625.0,3000.0,2625.0
1116,33500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5283,8437,1342,0.0306,0.0224,0.0537,0.322056834,83455.01833,30815.99703,0.111386138614,0.126237623762,0.497524752475,0.360215053763,0.174731182796,0.02688172043,404,338,372,289,265,21,11750.0,17125.0,6625.0
1117,30500,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6303,2493,5128,0.0,0.103,0.2768,0.390715667,48825.00487,26847.61036,0.0390625,0.25234375,0.49765625,0.214942528736,0.374712643678,0.136781609195,1280,1000,870,604,625,46,10500.0,16658.0,9250.0
1118,33600,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6046,3567,6889,0.0286,0.1311,0.1725,0.33444928,73181.09619,24370.7063,0.089993284083,0.161853593015,0.460711887173,0.403239556692,0.177323103154,0.080136402387,1489,1194,1173,1023,934,96,8862.0,14100.0,4795.0
1119,33500,Predominantly associate's-degree granting,Associate degree,Public,1,4282,2769,3368,0.0068,0.3613,0.3409,0.332293292,66031.91253,26956.75993,0.129981024668,0.455407969639,0.094876660342,0.224154589372,0.382608695652,0.026086956522,1054,1063,1035,994,860,84,6125.0,6955.5,6125.0
1120,28800,Predominantly bachelor's-degree granting,Bachelor's degree,Public,1,4641,3072,2494,0.0573,0.2963,0.2242,0.357541899,63078.56558,27029.62858,0.019386106624,0.363489499192,0.342487883683,0.108734402852,0.484848484848,0.089126559715,619,558,561,552,471,41,9398.0,14280.5,8942.5
1121,31800,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4618,5762,1019,0.0294,0.0589,0.0809,0.274864376,78799.16028,27012.58301,0.038585209003,0.173633440514,0.446945337621,0.324483775811,0.244837758112,0.050147492625,311,378,339,310,258,15,14500.0,17125.0,6125.0
1122,37700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,4553,10504,2102,0.0119,0.068,0.2535,0.317109145,76429.00761,42601.14553,0.110625909753,0.259097525473,0.356622998544,0.326530612245,0.340659340659,0.025117739403,687,660,637,534,556,27,13056.0,17105.0,11000.0
1123,29300,Predominantly bachelor's-degree granting,Bachelor's degree,Public,1,4155,3628,914,0.0602,0.314,0.2309,0.35857461,74566.9161,29067.9419,0.053140096618,0.285024154589,0.314009661836,0.201058201058,0.354497354497,0.068783068783,207,195,189,172,177,12,8250.0,16875.0,6125.0
1124,30400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,4917,3243,3547,0.0648,0.3028,0.322,0.353507565,65875.88569,26103.87662,0.0775,0.3425,0.33875,0.18138424821,0.374701670644,0.096658711217,800,844,838,828,790,85,10673.0,16000.0,8250.0
1125,38400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,6017,6970,10498,0.0169,0.1081,0.1318,0.202758621,90173.58125,24303.95599,0.077609623593,0.178114086147,0.486224291812,0.334463755829,0.250529885545,0.151335311573,2577,2350,2359,1928,1747,108,13750.0,17120.0,10186.0
1126,38800,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5814,4888,10153,0.0155,0.1065,0.1112,0.221558212,83490.99758,22503.46378,0.074722459436,0.171648163962,0.488898377455,0.387586805556,0.172743055556,0.12109375,2342,2252,2304,1972,1621,107,11625.0,17125.0,6125.0
1127,26300,Predominantly associate's-degree granting,Associate degree,Public,1,3607,2279,740,0.0324,0.2514,0.3886,0.411663808,52127.74937,26501.86027,0.10303030303,0.521212121212,0.084848484848,0.110294117647,0.352941176471,0.036764705882,330,319,272,251,259,37,6125.0,6125.0,6125.0
1128,29700,Predominantly bachelor's-degree granting,Bachelor's degree,Public,1,4102,3967,1013,0.0533,0.227,0.231,0.288056206,69274.23195,23227.62892,0.061674008811,0.308370044053,0.352422907489,0.127450980392,0.470588235294,0.06862745098,227,231,204,193,226,9,10700.0,17380.0,8733.0
